,id,date,text,generic complaint about situation at the front,specific complaint mentioning Shoigu or Gerasimov
190,935,2023-05-10,"I'll answer the first question. I was talking about my grandfather in the context of the fact that we are not given shells and they are kept in warehouses. And who can be a grandfather? Option number one - Mezintsev, who was fired for giving us shells, and therefore now he cannot give us shells. The head of the General Staff, Valery Vasilievich Gerasimov, who is supposed to give us shells, but we do not receive shells. In sufficient volume, and we receive only 10%. And the third option is Natalia Him, who appeared in social networks, offering us boxes with shells. Choose any of these options, whom I called my grandfather - Mezintsev, Gerasimov or Natalia Him. I answer the second question. There are meetings all day long, we are scraping out every day after a series of meetings of 5-10 hours, on which we do not participate, but the representatives of the Ministry of Defense participate, we scrape out the minimum amount for the next day. Therefore, we were not given enough shells. We continue to move in Artemovsk. After my appeals, the command to the Ministry of Defense received from the leadership of the country to consider all our applications. In view of the bureaucracy, unfortunately, this is done for a very long time. Information companies have been going against me for many years. Customers are constantly changing, starting from Navalny, ending with the Americans. The fourth question is about the Russian activist Natalia Him. Yes, indeed, she gave the ammunition, the volumes, as you yourself understand and saw on the video, are very small. In any case, thank you very much to her.",0,1
197,945,2023-05-11,"ChVK ""Wagner"" is moving in the nest of ""Bahmut"" in the western direction. The maximum advance was 220 meters. Occupied 68,500 meters. Under the control of the enemy 2.18 kilometers. We move like a horse with fur coats forward. End of part one.",0,0
193,940,2023-05-11,"About the counteroffensive. Vladislav Zelinsky is a swindler. The counteroffensive is in full swing. In the Artemovsk direction, the units of the Air Force enter the flanks. And, unfortunately, in some places they succeed. We go further to Artemovsk in order to close it. As I have said many times, the plan of the Air Force is in action. We go and capture them, they capture us. For the Air Force, it is important to break through the Artemovsk direction. The next direction will be the Belyansk and Belgorod regions with the exit to the territory of the Russian Federation and Zaporozhye. They need to first deal with the Artemovsk direction of Chuvakov Wagner, finish this story. And after that, on the rise, with all the fighting spirit, go to Zaporozhye, Belyansk and Belgorod regions. Therefore, the offensive in the Air Force has begun. All the units that have passed the preparation, received the necessary weapons, equipment, tanks and everything else, they are already fully engaged. And after they try their strength, they will stretch their muscles, then the northern and southern directions will be engaged. Chuvakov Wagner continues to perform combat missions in a terrible shortage of ammunition, in a shell hunger, because all the promises that were given to the Ministry of Defense are not fulfilled. How we go, I'll tell you later, when we finish Artemovsk. [References]",1,0
194,941,2023-05-11,"What Yasir Al-Asta said in an interview today is absolute nonsense. Wagner is not in Sudan. Moreover, all the geological developments that were once in Sudan are long, long closed. Wagner never got involved in domestic affairs in Sudan after Omar al-Bashir's departure. But I want to remind you that Yasir al-Asta was the same person who wrote large letters to kill the demonstrators, and told how to do it both in the days of Omar al-Bashir and in the days of Burhan. It was this person who gave recommendations and guided who to kill and who not to kill. Therefore, you can not believe this lie in any case. It was a person who was always called, he had a nickname, ""Blacksmith"".",0,0
195,942,2023-05-11,"Today, the assault groups of the ChVK ""Wagner"", moving to the western outskirts of Artyomovsk, have entered the so-called ""nest"". There are 625 meters left to the western outskirts. The situation on the flanks is the worst of the predicted scenarios. Those territories that, with the blood and lives of our comrades-in-arms, were taken for many months, every day, passing by tens or hundreds of meters, are being thrown by those who must hold our flanks today, almost without a fight. Bye!",1,0
196,943,2023-05-11,"Musicians are not in reserve. They are either in Artyomovsk or dead. In recent times, everything has been done to dry out the musicians as much as possible, because they are too problematic and too active. Yes, they were drying out. I have said this many times. But everyone was talking about the fact that the boy saw a fucking wolf. The wolf came. Let's go ahead, guys, to the barricades, to sort it out. All musicians are involved. There are no reserves for musicians. And the flanks must be kept and not to run away, to stand still. When you stand still, then everything will be great. Then the Motherland will be safe.",1,0
200,950,2023-05-12,"Comrade Sobolev must remember that he is a military man, that he received colossal social support from his country and lived a carefree life, judging by his biography. He must go to the side of the ""Bahmut"" and stop the troops that are trapping, which, by the way, today threw another very significant piece of territory. And therefore, the story of tactical retreats is nothing more than running, trapping, total cowardice and what lies in shame in the history of our country for the next many years. Therefore, forward! The assault rifle in hand, at the same time, take with you the leadership of the Ministry of Defense, which must participate in stopping these trapping columns, which, in shame, leave all territories, when the unprofessional ChVK-Wagner took these territories with his blood and the bodies of his comrades. If you, Mr. Sobolev, were engaged in the business for which the Motherland spent millions of rubles on your training and on your maintenance of you, your family, and everything you needed, then ChVK-Wagner would not be needed at all. We spend ammunition, including in order to stop the trapping crowds of servicemen of the Russian army.",1,0
201,952,2023-05-12,"The ChVK-Wagner units moved up to 400 meters, under the control of the enemy, there are exactly 2 square kilometers of ""Bahmut"". The area of ​​the advance was 132,000 square meters. On the right flank, the MORF units lost territory today, the number of square kilometers is being clarified.",1,0
198,947,2023-05-12,"Now I will get to the nearest headquarters, where I can explain and explain what it is. What Konashenkov said, unfortunately, is called ""escaping"", not ""regrouping"". And how it looks, I will explain in more detail.",0,0
199,949,2023-05-12,"- Philip, good afternoon! I'm not going to visit the Army of 2023 in any way, because in the Army of 2022, as far as I know, except for the dog with a grenade launcher on its back, there was nothing else valuable. Unfortunately, at the moment the Army is in a global depression. [laughter]",0,0
202,953,2023-05-12,"While I was moving, the ChVK-Wagner units took another 40,000 meters, moving up to 200 meters in various directions, under the control of the enemy, there are less than 2 square kilometers left.",1,0
206,962,2023-05-13,"Today, the ChVK ""Wagner"" units have advanced in some directions to 550 meters. The total area of the territories that have passed under our control today is 216 thousand meters. Under the enemy's control, there is 1.78 square kilometers in the territory of Bakhmut. Of the 48 survivors of the multi-story houses in the nest, 29 houses remain under the enemy's control. The ChVK ""Wagner"" units continue to advance in the western direction. In addition, the artillery of the ChVK ""Wagner"", as well as the units assigned to the Bakhmut combat missions, were forced to block a hole in the Verkhovsky reservoir in order to cover their flanks to finish the capture of the Bakhmut settlement. [References]",0,0
205,957,2023-05-13,"I will not reveal the secrets and the real reasons why soldiers leave trenches. But I will say this. One wise man told me, ""If the Wagners have no shells, they go to the enemy's tanks with firearms."" These are shots from the films, and not very professional ones, about the Great Patriotic War. A soldier with an anti-tank gun is destroying tanks. The war is modern, there is a massacre. The soldier is on the defense line. After that, the enemy is hit with a massive artillery strike, no matter what he gets, either with 203-mm or 240-mm guns, when the crater is 20 meters in diameter, or with a mortar, including a 82-mm one. After he delivered this strike, all the soldiers either died, or were wounded, or were beaten with the words, ""Fuck you, you faggots!"" This is addressed to the military command. ""Go to these trenches and die like dogs!"" This is what the soldiers usually say. And so, in these trenches, there are corpses, wounded, who are later taken prisoner if they are not taken away, or no one. Then the enemy goes there. In order to prevent this from happening, the enemy strikes the trenches, the soldiers shout from the trenches to their commander, ""Fuck you!"" The commander gives instructions to our artillery guns to crush those who say, ""Fuck you!"" And then there is what you can see in the film ""Better in Hell"". I specially shot it as a training video for the leadership of our Ministry of Defense and the Army, for the experience of the modern war. Since they believe that Prigozhin is a finished bastard, and you can't talk to him, I shot the film so that they could watch it all together. But they don't watch it because there is Prigozhin in the film. If there was Shoyguly and Gerasimov in the film, maybe this film would be educational. Therefore, this is the situation that is not good for anything. The soldier is a soldier in Africa. In order for a soldier to fight and not run away from the trenches, from under mortar fire, you need to extinguish the mortars and manage all the units. And we, unfortunately, for the last 10 years, the managers have become unnecessary. Those who bow low, low, low, in the presence of their bosses, and preferably on the chandelier, button up the back, suddenly the boss will want to come up and warm up. And so we have all the bastards cut out, those who can make decisions. And all these decisions, near-military bureaucracy, it just destroys everything, it burns out. The bureaucracy in the Russian Federation is the hardest cancerous tumor, which destroys everything, including the military. Here is such an answer for you, so as not to disclose secret information. The summary of this answer. In this brainless war, the only saint and absolutely innocent in all the farts, this is a Russian soldier, who was thrown into the abyss of fate, and decided that he should die the way they like, from their redwood offices. And so when this Russian soldier will understand what is happening around, will raise his head, I am sure that he will figure out who is setting him up, and will tear his ass to the fascist sign. Guilty of the tragedy he was abandoned. I receive dozens, hundreds and thousands of letters from soldiers who say, ""Let us be transferred to the CVK ""Wagner"". They want to fight, they are not allowed to do it.",1,0
203,955,2023-05-13,"I certainly cannot agree with the hostage, because we are on different sides of the barricades. But the fact that he is unquestioningly praises the head of the General Staff, Gerasimov, this is 100%, because, of course, the hostage is absolutely satisfied what the head of the General Staff is doing today. Russian troops leave their positions at the top, CVK ""Wagner"" does not receive enough shells, and, in fact, the potential of the Russian army is decreasing. Therefore, the hostage, I think that he will not only praise soon, but will also write some kind of state award to those officials, which I want to underline ""near the military"". ""Near the military"". Because they can not be called military. Write some kind of state award in order to celebrate the merits before Ukraine. I got a funny SMS from one veteran of the General Staff of the Ministry of Internal Affairs which I will publish below. In the same case, I want to say a few words about the discrediting of the Ministry of Defense of the Russian army. Discrediting is an action aimed at undermining the trust to the army and the Ministry of Defense. Those who allowed the state of the army and the Ministry of Defense, in which they are today, are just engaged in discrediting.",0,1
204,956,2023-05-13,"And a little more post-scriptum. During the night, the ChVK unit ""Wagner"" continued their advance in the nest of Bakhmut and captured three more buildings.",0,0
207,964,2023-05-14,"Tonight the enemy did not take any action for further advance. At the Verkhovsky reservoir, we were forced, as I said, to put part of our units to contain the further offensive of the enemy. Those fighters who did not desert, did not flee from the lost positions, joined us, and some of them successfully occupy their positions and are built into the general system to reflect the offensive of the enemy. As for the Airborne Forces, I do not know the constant information that the Airborne Forces are helping us there. I do not know, I have not seen them. The Airborne Forces, in theory, should have, according to the plan, repelled those positions that were lost by other units, but as far as I know, these positions are under the enemy. Rather, not as far as I know, but they are just under him. Therefore, I wanted to say just correctly about the Airborne Forces. Therefore, I do not know where the Airborne Forces are and to whom it helps. ChVK ""Wagner"" continues to move inside the ""Bahmut"", therefore, the ""Bahmut"", as we will ""clap"", the task will be to hold it in the Airborne Forces or other units. Now the answer to your second question about the collapse of four aircraft, two helicopters and two planes, as the media write, under Bryansk. In order to determine how the Ukrainians could reach their territory and hit our planes, it is always necessary, first, to take the technical information of various weapons, in particular, the air defense equipment, and, second, to figure out what are the features of this situation, since this is a collective goal, roughly speaking. Four aircraft, if you draw a circle around their places of fall, it turns out that this circle is a diameter, and they all lie exactly in a circle, 40 kilometers, that is, the radius of the circle is 20 kilometers. And now go to the Internet and see what means of defeat of the Airborne Forces could be in the center of this circle, and then build your own versions. I do not know, I'm doing ""Bahmut"". TASTY DIALOGUE WITH ELENA BAZHENOVA",0,0
208,965,2023-05-14,"No, after my statements, the number of people who want to join the CVK Wagner is not decreasing. Moreover, these days it is increasing many times. And the whole country knows that CVK Wagner is a structure where each soldier is protected. Not a single person leaves without the necessary equipment, training and everything that he may need in war. This is the effectiveness of CVK Wagner - to take care of each fighter and do everything necessary for this fighter to survive, win and protect his homeland.",0,0
209,966,2023-05-14,"Yes, of course I can confirm this information, we have nothing to hide from the foreign special services. We are still in Africa with Budanov. As for the Washington Post and the fact that he deleted this fragment, I think it happened because they did not buy tickets in time, and I'm afraid if someone finds out that the Washington Post is still in Africa, they will be sold business class for expensive. Therefore, they just want to save money, as usual.",0,0
210,967,2023-05-14,"Today, the ChVK Wagner unit advanced to 130 meters in the so-called nest, and around it, under the control of the enemy, 1.69 square kilometers, the assault groups of ChVK Wagner took 91 thousand meters, in a day 9 high-rise buildings were liberated, in total, under our control, there are now 28 houses, under the control of the enemy, 20 high-rise buildings in the nest of Bakhmut. The assault groups continue to carry out further tasks on the final capture of Bakhmut, and also work on the flanks, where they had to stay to prevent attempts to break through. Bye!",0,0
216,973,2023-05-15,"- Good and bad people come to the front line. - After my statement, another multi-storey building was taken. - And the flanks are slowly falling apart. - But this is not critical and does not prevent the units of ChVK ""Wagner"" from moving forward. End of Episode Three",1,0
215,972,2023-05-15,"Today, the ChVK ""Wagner"" units have advanced to 220 meters. They have taken the area of 105,000 square meters. There is 1,59 square kilometers left under the enemy's control. ChVK ""Wagner"" continues the offensive on Bakhmut. 36 houses are under our control, 12 are under the enemy's control. Bye.",0,0
214,971,2023-05-15,"According to comrade Sobolev, those who go to the side of Ukraine, including surrender to captivity, they need to be given bonuses, and those who go to ChVK ""Wagner"" - they must be imprisoned for 15 years. Therefore, comrade Sobolev must be checked, so to speak, his analysis to take on anti-Russian disentery. I want to say to a person who disgraces the word of General Sobolev - ""Bazilla cardboard, collect, go to the front, show us what you are capable of"" - a brainless boltun!",0,0
217,975,2023-05-15,"And the ""possessive minds"", so to speak, novice journalists from the Washington Post. There are things that you do not need to know, this is about the exchanges. Of course, in any war, exchanges are made, and this is not a secret for the fighting parties. But the journalists from the Washington Post do not need to know this at all. As for the location of the Russian troops, I will tell you in secret that in modern war, the location of the troops is generally not a secret information, which is visible from satellite images. Therefore, those who have offered you to talk in this way about the alleged location of the interaction of Prigozhin and the Gur of Ukraine, they are simply little aware of how the war is going on. Therefore, when you will contact them, tell them that I asked you to name their names, passwords and addresses, and then we can tell each other our little secrets. But first, I repeat, names, passwords and addresses. Another little funny moment. You are talking about the documents of a junior officer, who had no connection to the secret documents of the US intelligence service. Therefore, this poor officer has leaked one single card and a couple of lists. And everything else you have neatly hidden and are trying to add there. Of course, the documents of the young officers are leaked, and the precedent for it is now, as they say, ""to mow"" - this is the golden bottom for journalists. No one is against you making money. In fact, it's funny and fun. The more you slow down the information clearing, the more interesting it is to live. Therefore, dare, my dear. Well, the names, passwords and addresses of those who asked you to mention my name in connection with this, I still ask you to report. Write in the inbox. Payment is guaranteed by cash. - Yes.",0,0
212,969,2023-05-15,"I'll give you some more post-scriptum to discuss, so that everyone can have fun. In general, it was necessary to work a little and take a screenshot from the phone, for example. Kirill, hello! Hi, who is this? This is Prigozhin Zhenya. Ah, hello! And I'm Kirill Budanov. What, how are you doing? Fine. Why don't you take Crimea? Oh, fuck, we didn't think. Clear. And what, how are you doing? Yes, in Bakhmut, we're fucking. Oh, fuck, not fucking. Well, what, do you need help? Kirill, take your guys out of Bakhmut. Fuck, bro, I can't. And what? Yes, Zelya does not allow. You are fucking with him, he does not allow to take out of Bakhmut. Ah, okay, come on, I hug you, well, come on, see you soon.",0,0
211,968,2023-05-15,"What I can say about the speculation that Washington Post is throwing in, but the main rule is not to fuss, comrades under the client, this is what they want to say, that they throw in information, then remove, then throw in a new one, from which it is not at all clear what should be done. I can say with confidence, if in a serious way, I was not in Africa at least since the beginning of the conflict, and in fact, a few months before the beginning of the CIS, so I could not meet anyone physically there, if in a serious way. But if in fact, then of course they will try to pour shit on me, as much as they have enough strength, in principle, a barrel of honey, a drop of shit should spoil the barrel. This is absolutely our Rublyov rule, so who is behind it, I think that most likely, either it is just someone decided to hype from the journalists, or comrades from Rublyovka, who at one time sold oil and dung, now decided that they will make a beautiful information dump, by the way, honest guys from America, who work closely with the Washington Post, warned me a month ago, and I have already reported on this. In general, instead of making awkward attempts, telling that I was worried about the large number of killed Wagnerists, I have no doubts at all, I really worry about it, and we will not say how many, but the guys died, let's say, instead of doing nonsense, Lyosha Navalny, connect to the Internet, he will write such dragons to you, that just ""Mama, do not be sad"", and he will write about me, and about all the comrades from Rublyovka, so no one, do not try to replace Lyosha Navalny, you do it badly, he did it much more professionally. But of course it's nice to read, it turns out that I am fighting for Russia, but Zelensky clearly follows my instructions as well, and therefore the left hand is fighting with the right, and in the world, it turns out, except for me, in this war, no one is needed, it's funny.",0,0
213,970,2023-05-15,"I have already said in detail about this in the previous message, but I am absolutely sure that this is someone of our Russian-speaking citizens, and I think that they have put on their full pants that they have been stealing for years the budgets that were required for the defense and for the greatness of the country, and now they will have to answer to the people, and that's why they are trying to smear everything around with shit, thinking that they will help themselves with this, but they will not be able to help themselves, because in any case, the people will demand that they hang on the hangers on the Red Square. Of course, our hangers are kind and virtual, like comrade Stalin's.",1,0
218,977,2023-05-16,"It is not entirely clear who is mad, and who is not mad. ChVK ""Wagner"" advances in Bakhmut and takes the territory under control. Better mad than impotent. Therefore, the worst thing in war is when the military chiefs have a severe impotence, and madness is only welcomed.",1,0
219,978,2023-05-16,"Of course, I will pass the body of the American, I will do it specifically for the publication of the Washington Post. They responded to my request, I received all the names, passwords, and addresses in person today. Now we will work with the customers, we will work hard, I apologize, within the framework of the law, I would say so. And to transmit, of course, I will be three times, guess through whom. Who did not guess, a hint, through the Gur, through Kirill Budanov.",0,0
220,979,2023-05-16,"Today, the units of ChVK ""Wagner"" have advanced to 200 meters and occupied an area of 113 thousand square meters. Under the control of the enemy, there is only 1.46 square kilometers left in Bakhmut. The nest is completely cleared, the last house remains under the control of the enemy. In order to completely take Bakhmut, a quarter of the Yubileynaya street and a small piece of the private sector remained. And Bakhmut will be completely taken under the control of the units of ChVK ""Wagner"".",0,0
221,980,2023-05-16,"Yes, I want to emphasize that Gennady Andreevich Zyuganov, at the time when the second wave of artificial shell hunger was created by the Ministry of Defense, he made a statement in support of ChVK ""Wagner"" giving the shells. And I and the fighters of ChVK ""Wagner"" are certainly grateful to him for this. As for Sobolev, I think that Sobolev is a rare asshole, but certainly the Communist Party has nothing to do with it. I am absolutely sure that this is his personal opinion, poorly weighed and emotionally expressed in support of his former financial comrades-in-arms.",0,0
222,981,2023-05-17,"Strange question. I thought it was well-known information. It has been on the territory of Bakhmut for about a week now, in the headquarters of the assault unit in one of the Bakhmut basements.",0,0
223,982,2023-05-17,"Oh, you put me in an awkward position. Of course, I meant the future Minister of Defense. Remember the past, but live in the future.",0,0
224,983,2023-05-17,"Unfortunately, the territories that ChVK ""Wagner"" fought off for months from the enemy, including in the Klescheevka region, which are lost to this day by the units of the Ministry of Defense, this is the most profitable frontier. When you give the enemy huge territories, filled with the blood of our comrades, it is now called ""not fucked up, but took a more profitable frontier"". kill. The End",1,0
225,984,2023-05-17,"Let's collect all the posts of these telegram channels together and analyze them. This is not the opinion of any authors, this is the opinion of the collective mind of the bureaucratic elite of the highest level. I call them that, so as not to offend, for example, the AP or someone else. Now let's go over the points. In their opinion, I declare that bureaucrats prevent life, because I have certain political ambitions, and I do it for populist reasons. I am fighting in Bakhmut and I want victories in it, because I want to become a hero of the war. I arranged the Bakhmut massacre not to save the Russian army and to give it the opportunity to regroup, to build muscle and all that I said, but because I'm just a nobleman. You will not believe, but it is such a conversation with such theses. I recently had a conversation with one person in a very, very high office. I say right away, not Putin, so that again no one gets confused. I emphasize this, because any of my criticism of the existing bureaucratic elite, for example, when I call the NGO a three-pointed grandfather, which may seem to be a grandfather, I'm sorry, not very smart. Everyone is trying to convey this, that it was about Putin that I spoke. Why is this a principle of a collective parasite? When you feel danger, you need to declare that it was a danger to a higher level, because a higher level should protect you from this danger. In fact, this is how the bureaucratic elite works. If you pinch them, they immediately say that they pinched the level above them. What is this for? This is done in order to raise the degree and start fighting with me collectively. Gentlemen, bureaucrats, get ready, build your battle order. I am fully prepared for this. And this person in the high office told me the following thing. You want to win the war not because you love your homeland, Russia, but because you want to enter history. Their philosophy is that only they can enter history, and others must create this history, work and die for the homeland. In Russian folklore, there is an absolutely clear definition of such a philosophy. They, the bureaucratic elite, like grandmothers from a fairy tale about a goldfish, want to eat the fish and fuck to sit down. And in general, for an ordinary person, the concept of ""Great Russia"" is a powerful self-sufficient country for many years, having a loud voice all over the world and flourishing in Russia, the Russian people. For a bureaucrat, ""Great Russia"" is a place where, being built into the bureaucratic system, he provides his comfort and has the right to enjoy power, using this power for the benefit of his own self-indulgence. Self-indulgence is a key word for them. Such a system is called feudalism. It is a system where there are hundreds of princes who, at their level, decide how to live. In the conditions of war, this is especially acute, because they decide how and when to die for our children, and their children will not only sympathize with you, but they will also laugh at your grief. They are absolutely not interested in this, they will not be touched by this. Their own well-being, the presence of a place in this parasitic chain, their well-being and the ability to engage in self-indulgence using the power they have received, touch them.",1,0
226,988,2023-05-17,"Today, the ChVK-Wagner units have advanced to 260 meters, taking up 180,000 square meters. Under the control of the enemy, there is 1.28 square kilometers. The enemy is showing fierce resistance. Fights are going on for every house, every entrance, for every square meter of territory, despite the fact that only a couple of percent of the territory remained under the enemy in the Bakhmut. It is not possible to surround the enemy, due to the fact that, as reported by the Ministry of Defense, the Russian Air Force, as a result of the offensive in the region of Artemovsk, took a favorable line. Yes, indeed, the Russian Air Force, as a result of the offensive of the enemy in the region of Artemovsk, took a favorable line for the enemy. This new strategic maneuver, which, I am sure, will be included in all military textbooks, will be called the ""instant, decisive, rebound from the enemy, the rebound of Gerasimov"". It will be included as well as the tank wedge of Guderian, as the Kuban ""storage"" of Pokryshkin, or as the Brusilov breakthrough. Therefore, the ""instant, decisive, rebound of Gerasimov from the enemy"", unfortunately, today, does not allow to capture Artemovsk in a few days. But we are moving forward, and Artemovsk will be taken in the near future.",1,0
231,996,2023-05-18,"-I am officially informing everyone, Bakhmut is not taken yet. -There is a quarter, which is called 'Airplane'. -It is an impregnable fortress, made of a bunch of multi-storeyed houses, which are located on the south-west of Bakhmut. -There, the hardest battles are going on right now. The hardest. -That's why, Bakhmut, tomorrow, and the day after tomorrow, is unlikely to be completely taken. -That's why, I am asking you, happiness loves silence. Let us finish the job.",0,0
232,997,2023-05-18,"-For those, who are interested in details, and to unravel all the speculations, -4-a and 72-a brigade, which shamelessly shitted out flanks and key heights, -They gave the opportunity to the SU to move from Chastny Yar, from Konstantinovka, -On 2 directions, north of Ivanovsky, and below Ivanovsky. -And that's why, in Bakhmut, there is practically, one can say, a counter battle. -We are moving from east to west, the enemy is pulling up any amount of reserves, armaments, armaments, -Everything that he likes, in order to resist. -And that's why, the advance is very difficult. -When Bakhmut will be taken, I will tell you everything.",1,0
230,995,2023-05-18,"-I believe, that we have reached the degree of bureaucracy, which has completely paralyzed the administration, -Due to absence of criticism and competition. -CVK 'Wagner', on a competitive level, is showing how armed forces should look like, on the present day. -And what results they should show. -So much so, that I have no task to take some place in the hierarchical structure of a modern bureaucratic state, -I have 1 goal. -To prevent Russia from falling into the abyss, which we, unfortunately, are rolling in many directions. -That's why, I am defending my positions. -As for the threat of life and freedom, as they say, 'Do what you must, and be what you will'. -You don't need to look back when you are going to die. We all are dying at some point. -And healthy competition is forcing military to fight. -If we were living in a peaceful time, we could be hiding our problems. -But when a war is going on, we must show efficiency, every day, every hour, on a centimeter of territory, on every. -Because our efficiency is not dependent on whether population is going to live well or not. -Whether we are going to build houses, bridges, or roads. -It depends on whether our friends, our relatives, and our children are going to die or not. -And that's why, we have no right to risk their lives. -And that means, we must be extremely efficient. -And that means, we must not pity bureaucrats. -We must pull out these bureaucrats. Cut them out, like a cancerous tumor. -Until a healthy organism is able to defeat a cancer. -And we have not only internal cancer, but also external. Because a war is going on.",0,0
229,994,2023-05-18,"The advance of the ChVK ""Wagner"" was up to 400 meters. The total occupied area today is 189 thousand square meters. Under the control of the enemy, there is less than one square kilometer. The enemy clings to every house, every entrance, every garden plot. We finish off the ""Bahmut"" to the end in order to avoid any mistakes. Most likely, the retention of the ""Bahmut"" is a component of the counteroffensive. Unfortunately, the flanks are falling apart and further. End of Episode Three",1,0
228,992,2023-05-18,"No, I don't have such information. We haven't seen anyone from the Ministry of Defense on the Bakhmut. And, in principle, the Bakhmut does not include tourist routes.",0,0
227,990,2023-05-18,"Unfortunately, the MORF units have moved 570 meters north of the Bakhmut, bypassing our flanks. I am addressing the Supreme Headquarters of the Ministry of Defense publicly, because my letters are not read. I have a request to you, Valery Vasilievich, Sergey Kozhugetovich, please do not give the flanks, do not give the settlement of Saka-Ivanseti. For a few more days, be as stubborn as you can, do everything that depends on you, so that the flanks do not fall.",1,0
233,999,2023-05-19,"-Max, I don't remember, don't know, or never heard the names of the companies you are talking about. -And when I started to read the question, I saw the word 'Financial Times', then of course I read it carefully. -If you want to know some details about me, I will gladly provide you with exclusive details. -I am inviting you to take a big bag, with my dirty underwear, which I will be saving for you, for 2 weeks, -In which you can find, carefully study my underwear, socks, toilet paper, and everything you will like. -Tell me the place and time, where should I give it to you.",0,0
234,1000,2023-05-19,"-For obvious reasons, I don't have any exhaustive information, about what is happening to Valery Fedorovich Zaluzhny. -I can say one thing, that on 10, 11, and 12 of May, when he was in the reach zone of our weapons, we conducted a number of events. -It is not clear how successful they are, as of today. -We also conducted events on 2 May, on Tansur. -We also don't know if they were successful or not. Time will tell. -I don't have any other information.",0,0
235,1001,2023-05-19,"-Heavy and bloody battles are continuing in Bakhmut. -Squadron of ChVK 'Wagner' advanced to 500 meters today. -Took the area of 330.000 square meters. -Under the enemy, there are 0.6 square kilometers left. -We are close to the completion of the task. -Battles are still going on. The enemy is pulling up the reserves.",0,0
236,1003,2023-05-20,"-What I didn't say during my statement in Bakhmut, and what we must add, as they say in the song 'You can't throw words out', -There is a concept of method of operational-tactical calculations, which was approved by the general staff, -And was re-approved for the last time, in 2017, by the current leadership of the ministry of defense. -According to this method of operational-tactical calculations, based on the number of the enemy, and the operations that were conducted by ChVK 'Wagner', -ChVK 'Wagner' was supposed to have 23 times more number of troops, and the number of weapons was supposed to have 27 times more, -And we were given 11.5% of shells. -These are absolutely exact, verified numbers, according to all orders of the general staff. -Make conclusions about our effectiveness, and treason that was going on around us. -Now, we can talk about this.",1,0
237,1006,2023-05-21,"-If I will answer seriously, without revealing the secrets of our motherland. -Indeed, strategic aviation, with long-range missiles, several times, during the time of taking over of Artemovsk, in 7 months, it was helping us. -And our strategic aviation, under the control of the same general of army, Suravikhin, is working well. -Now, regarding the units of the defense ministry. -During the time of working in Artemovsk, we were assigned to our subordination, 305-th artillery brigade. -Which we were trained, and the personnel of which, in sufficient quantity, this person is 50-70, worked together with us, and our commander of our artillery, he is doing their job. -And they are doing a good job. -Further, in the work in Artemovsk, on one of the flanks, there was 57-th brigade, which we can rate, well, 4-th, with a minus, solid. -And during the time of taking over of Popasnaya, 40-th brigade of marine infantry of Pacific Fleet was working with us. -Who are really awesome guys. They were working with us, and were storming Popasnaya. -This is, sort of, previous period of the war. -As for the rest of units of armed forces. -The story about how the Airborne Forces were helping us, is absolute, complete nonsense. -When the Airborne Forces are falling down somewhere, we are really helping them. -Everything else. -In the troops, I want to emphasize, there are soldiers. -These soldiers are practically all, absolutely brave, brave, wonderful Russian guys. -These soldiers have a command, which is completely paralyzed, with paranoid orders from above. -There is a leadership of world defense, about which I don't even want to talk, because it is... I don't know if they are Russians or not, because they are working, I think, fighting in the wrong direction. -And there are other layers, between junior officer's squad, and leadership of the defense ministry, people, who are put in conditions, where they are either finished morons, -Or they are simply castrated, and can do nothing useful for these soldiers. -So, basically, the answer to the question. That's why, there are 2 units in the army, which we respect. -There are soldiers, who want, but are not given. -There is a command squad. -No one, in the capture of Artemovsk, from military, was helping us in practically nothing, except for Suravikin and Mezintsev. -There is a huge number of people, who were simply put in a bad situation. Especially from the general staff. -But, I dare to assure you, when we will transfer Artemovsk, and military will make a huge number of selfies, then after that, it will be like with Palmyra. -We all took Palmyra. Even medal in the ministry of defense was issued for taking Palmyra. -Although, I will emphasize, not a single military had any relation to Palmyra, except for drunk as shit general Dvornikov, who was on the command post. -As described by Romanovsky Kirill. -In Popasnaya, there was a 40th brigade of marine infantry. And some other numbers, 1, 2, 3 people from different units. -In Bakhmut, there was no one from the ministry of defense. Not a single person. -305th artillery brigade. Well done. They were working on a 4 with a plus, under our strict control. -57th brigade, including a brigade commander, was on one of the flanks, and was working on a 4, a solid one, with a minus. -But don't doubt, I think that for taking Bakhmut, about 50 generals from the ministry of defense will receive the title of heroes of Russia, -And also, will receive junior officers and private squad, but these people will be from 55th Tuvian brigade. -Which is generously being given the titles of heroes of Russia, as far as I know, once a week. -I gave my message, in order to check the unit commanders, and the command of the military police, and I was corrected. -In Popasnaya, we must also mention 6th regiment, and in 57th brigade, we must mention excellent tank crews.",1,0
238,1008,2023-05-21,"-I think that this is not fair. Because a person, maybe not in literary form, but said what the absolute majority of Russians know. -This is not a secret. Everyone knows this. Including the characteristics of the defense minister. -Police officers, who were detaining, I think, that firstly, these guys simply did it by inertia, and now they are disappointed. -If they are not disappointed, then maybe they have some deep family ties in Kiev. -Regarding the person, who, as far as I know, was fined, of course, ChVK 'Wagner', if we will know who it is, will thank this person, including publicly. -Because for us, of course, this is very important. Bright self-expression, and support. Thank you to him very much.",0,0
